id,source,referenceId,counterparty,amount,currency,date,description,type,category
B4-LDG-157,LEDGER,"SET4-PAY-2026-0832-3","Orbital Ltd",129296.50,INR,2026-09-13,"Project Payment settlement - Orbital Ltd",CREDIT,"Project Payment"
B4-LDG-158,LEDGER,"SET4-PAY-2026-0832-4","HorizonNet",134002.00,INR,2026-09-16,"Wire Transfer settlement - HorizonNet",CREDIT,"Wire Transfer"
B4-LDG-159,LEDGER,"SET4-PAY-2026-0832-5","Nexus Corp",138707.50,INR,2026-09-19,"Vendor Payment settlement - Nexus Corp",CREDIT,"Vendor Payment"
B4-LDG-160,LEDGER,"SET4-PAY-2026-0832-1","Vertex Labs",143413.00,INR,2026-09-22,"Services settlement - Vertex Labs",CREDIT,"Services"
B4-LDG-161,LEDGER,"SET4-PAY-2026-0833-2","Vanguard Data",144510.00,INR,2026-09-25,"Accounts Receivable settlement - Vanguard Data",CREDIT,"Accounts Receivable"
B4-LDG-162,LEDGER,"SET4-PAY-2026-0833-3","Summit Edge",149215.50,INR,2026-09-01,"SaaS Revenue settlement - Summit Edge",DEBIT,"SaaS Revenue"
B4-LDG-163,LEDGER,"SET4-PAY-2026-0833-4","Titan Logistics",153921.00,INR,2026-09-04,"Consulting settlement - Titan Logistics",CREDIT,"Consulting"
B4-LDG-164,LEDGER,"SET4-PAY-2026-0833-5","Solstice Networks",158626.50,INR,2026-09-07,"License Revenue settlement - Solstice Networks",CREDIT,"License Revenue"
B4-LDG-165,LEDGER,"SET4-PAY-2026-0833-1","CyberCore Security",163332.00,INR,2026-09-10,"Enterprise Contract settlement - CyberCore Security",CREDIT,"Enterprise Contract"
B4-LDG-166,LEDGER,"SET4-PAY-2026-0834-2","SkyBridge Co",168037.50,INR,2026-09-13,"Support Fees settlement - SkyBridge Co",CREDIT,"Support Fees"
B4-LDG-167,LEDGER,"SET4-PAY-2026-0834-3","Orbital Ltd",172743.00,INR,2026-09-16,"Project Payment settlement - Orbital Ltd",CREDIT,"Project Payment"
B4-LDG-168,LEDGER,"SET4-PAY-2026-0834-4","HorizonNet",173840.00,INR,2026-09-19,"Wire Transfer settlement - HorizonNet",CREDIT,"Wire Transfer"
B4-LDG-169,LEDGER,"SET4-PAY-2026-0834-5","Nexus Corp",178545.50,INR,2026-09-22,"Vendor Payment settlement - Nexus Corp",CREDIT,"Vendor Payment"
B4-LDG-170,LEDGER,"ORPHAN-REF-999","Vertex Labs",183251.00,INR,2026-09-25,"Services settlement - Vertex Labs",CREDIT,"Services"
B4-BNK-001,BANK,"SET4-PAY-2026-0801-2","Vanguard Data",24625.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-002,BANK,"SET4-PAY-2026-0801-3","Summit Edge",29331.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-003,BANK,"SET4-PAY-2026-0801-4","Titan Logistics",34036.50,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-004,BANK,"SET4-PAY-2026-0801-5","Solstice Networks",38742.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-005,BANK,"SET4-PAY-2026-0801-1","CyberCore Security",43447.50,INR,2026-09-16,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-006,BANK,"SET4-PAY-2026-0802-2","SkyBridge Co",48153.00,INR,2026-09-19,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-007,BANK,"SET4-PAY-2026-0802-3","Orbital Ltd",49250.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-008,BANK,"SET4-PAY-2026-0802-4","HorizonNet",53955.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-009,BANK,"SET4-PAY-2026-0802-5","Nexus Corp",58661.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-010,BANK,"SET4-PAY-2026-0802-1","Vertex Labs",63366.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-011,BANK,"SET4-PAY-2026-0803-2","Vanguard Data",68072.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-012,BANK,"SET4-PAY-2026-0803-3","Summit Edge",72122.50,INR,2026-09-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B4-BNK-013,BANK,"SET4-PAY-2026-0803-4","Titan Logistics",77483.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-014,BANK,"SET4-PAY-2026-0803-5","Solstice Networks",78580.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-015,BANK,"SET4-PAY-2026-0803-1","CyberCore Security",83285.50,INR,2026-09-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B4-BNK-016,BANK,"SET4-PAY-2026-0804-2","SkyBridge Co",87991.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-017,BANK,"SET4-PAY-2026-0804-3","Orbital Ltd",92696.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-018,BANK,"SET4-PAY-2026-0804-4","HorizonNet",97402.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - HorizonNet",DEBIT,"Wire Transfer"
B4-BNK-019,BANK,"SET4-PAY-2026-0804-5","Nexus Corp",97002.13,INR,2026-09-04,"Short payment under dispute",CREDIT,"Vendor Payment"
B4-BNK-020,BANK,"SET4-PAY-2026-0804-1","Vertex Labs",106813.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-021,BANK,"SET4-PAY-2026-0805-2","Vanguard Data",107910.00,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-022,BANK,"SET4-PAY-2026-0805-3","Summit Edge",112615.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-023,BANK,"SET4-PAY-2026-0805-4","Titan Logistics",117321.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-024,BANK,"SET4-PAY-2026-0805-5","Solstice Networks",120928.26,INR,2026-09-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B4-BNK-025,BANK,"","Unknown Remitter",126732.00,INR,2026-09-22,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B4-BNK-026,BANK,"SET4-PAY-2026-0806-2","SkyBridge Co",131437.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-027,BANK,"SET4-PAY-2026-0806-3","Orbital Ltd",136143.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-028,BANK,"SET4-PAY-2026-0806-4","HorizonNet",137240.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-029,BANK,"SET4-PAY-2026-0806-5","Nexus Corp",141945.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-030,BANK,"B4-BNK-UNMATCHED-030","Vertex Labs",146651.00,INR,2026-09-10,"Deposit with no ledger reference",CREDIT,"Services"
B4-BNK-031,BANK,"SET4-PAY-2026-0807-2","Vanguard Data",151356.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-032,BANK,"SET4-PAY-2026-0807-3","Summit Edge",156062.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-033,BANK,"SET4-PAY-2026-0807-4","Titan Logistics",160767.50,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-034,BANK,"SET4-PAY-2026-0807-5","Solstice Networks",165473.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-035,BANK,"SET4-PAY-2026-0807-1","CyberCore Security",166570.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-036,BANK,"SET4-PAY-2026-0808-2","SkyBridge Co",169734.02,INR,2026-09-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Support Fees"
B4-BNK-037,BANK,"SET4-PAY-2026-0808-3","Orbital Ltd",175981.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-038,BANK,"SET4-PAY-2026-0808-4","HorizonNet",171652.18,INR,2026-09-07,"Short payment under dispute",CREDIT,"Wire Transfer"
B4-BNK-039,BANK,"SET4-PAY-2026-0808-5","Nexus Corp",185392.00,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-040,BANK,"SET4-PAY-2026-0808-1","Vertex Labs",190097.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-041,BANK,"SET4-PAY-2026-0809-2","Vanguard Data",194803.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-042,BANK,"SET4-PAY-2026-0809-3","Summit Edge",195900.00,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-043,BANK,"SET4-PAY-2026-0809-4","Titan Logistics",200605.50,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-044,BANK,"SET4-PAY-2026-0809-5","Solstice Networks",205311.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-045,BANK,"SET4-PAY-2026-0809-1","CyberCore Security",210016.50,INR,2026-09-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B4-BNK-046,BANK,"SET4-PAY-2026-0810-2","SkyBridge Co",214722.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-047,BANK,"SET4-PAY-2026-0810-3","Orbital Ltd",219427.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-048,BANK,"SET4-PAY-2026-0810-4","HorizonNet",222115.80,INR,2026-09-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Wire Transfer"
B4-BNK-049,BANK,"SET4-PAY-2026-0810-5","Nexus Corp",225230.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-050,BANK,"","Unknown Remitter",229935.50,INR,2026-09-16,"Unidentified incoming wire transfer",CREDIT,"Services"
B4-BNK-051,BANK,"SET4-PAY-2026-0811-2","Vanguard Data",234641.00,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-052,BANK,"SET4-PAY-2026-0811-3","Summit Edge",239346.50,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-053,BANK,"SET4-PAY-2026-0811-4","Titan Logistics",244052.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-054,BANK,"SET4-PAY-2026-0811-5","Solstice Networks",248757.50,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Solstice Networks",DEBIT,"License Revenue"
B4-BNK-055,BANK,"SET4-PAY-2026-0811-1","CyberCore Security",253463.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-056,BANK,"SET4-PAY-2026-0812-2","SkyBridge Co",254560.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-057,BANK,"SET4-PAY-2026-0812-3","Orbital Ltd",246302.22,INR,2026-09-10,"Short payment under dispute",CREDIT,"Project Payment"
B4-BNK-058,BANK,"SET4-PAY-2026-0812-4","HorizonNet",263971.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-059,BANK,"SET4-PAY-2026-0812-5","Nexus Corp",268676.50,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-060,BANK,"B4-BNK-UNMATCHED-060","Vertex Labs",273382.00,INR,2026-09-19,"Deposit with no ledger reference",CREDIT,"Services"
B4-BNK-061,BANK,"SET4-PAY-2026-0813-2","Vanguard Data",278087.50,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-062,BANK,"SET4-PAY-2026-0813-3","Summit Edge",282793.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-063,BANK,"SET4-PAY-2026-0813-4","Titan Logistics",283890.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-064,BANK,"SET4-PAY-2026-0813-5","Solstice Networks",288595.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-065,BANK,"SET4-PAY-2026-0813-1","CyberCore Security",293301.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-066,BANK,"SET4-PAY-2026-0814-2","SkyBridge Co",298006.50,INR,2026-09-10,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-067,BANK,"SET4-PAY-2026-0814-3","Orbital Ltd",302712.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-068,BANK,"SET4-PAY-2026-0814-4","HorizonNet",307417.50,INR,2026-09-16,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-069,BANK,"SET4-PAY-2026-0814-5","Nexus Corp",312123.00,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-070,BANK,"SET4-PAY-2026-0814-1","Vertex Labs",313220.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-071,BANK,"SET4-PAY-2026-0815-2","Vanguard Data",317925.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-072,BANK,"SET4-PAY-2026-0815-3","Summit Edge",319727.32,INR,2026-09-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"SaaS Revenue"
B4-BNK-073,BANK,"SET4-PAY-2026-0815-4","Titan Logistics",327336.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-074,BANK,"SET4-PAY-2026-0815-5","Solstice Networks",332042.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-075,BANK,"","Unknown Remitter",336747.50,INR,2026-09-10,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B4-BNK-076,BANK,"SET4-PAY-2026-0816-2","SkyBridge Co",324380.35,INR,2026-09-13,"Short payment under dispute",CREDIT,"Support Fees"
B4-BNK-077,BANK,"SET4-PAY-2026-0816-3","Orbital Ltd",342550.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-078,BANK,"SET4-PAY-2026-0816-4","HorizonNet",347255.50,INR,2026-09-19,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-079,BANK,"SET4-PAY-2026-0816-5","Nexus Corp",351961.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-080,BANK,"SET4-PAY-2026-0816-1","Vertex Labs",356666.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-081,BANK,"SET4-PAY-2026-0817-2","Vanguard Data",361372.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-082,BANK,"SET4-PAY-2026-0817-3","Summit Edge",366077.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-083,BANK,"SET4-PAY-2026-0817-4","Titan Logistics",370783.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-084,BANK,"SET4-PAY-2026-0817-5","Solstice Networks",368533.08,INR,2026-09-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B4-BNK-085,BANK,"SET4-PAY-2026-0817-1","CyberCore Security",376585.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-086,BANK,"SET4-PAY-2026-0818-2","SkyBridge Co",381291.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-087,BANK,"SET4-PAY-2026-0818-3","Orbital Ltd",385996.50,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-088,BANK,"SET4-PAY-2026-0818-4","HorizonNet",390702.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-089,BANK,"SET4-PAY-2026-0818-5","Nexus Corp",395407.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-090,BANK,"B4-BNK-UNMATCHED-090","Vertex Labs",400113.00,INR,2026-09-01,"Deposit with no ledger reference",DEBIT,"Services"
B4-BNK-091,BANK,"SET4-PAY-2026-0819-2","Vanguard Data",401210.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-092,BANK,"SET4-PAY-2026-0819-3","Summit Edge",405915.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-093,BANK,"SET4-PAY-2026-0819-4","Titan Logistics",410621.00,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-094,BANK,"SET4-PAY-2026-0819-5","Solstice Networks",415326.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-095,BANK,"SET4-PAY-2026-0819-1","CyberCore Security",399030.40,INR,2026-09-16,"Short payment under dispute",CREDIT,"Enterprise Contract"
B4-BNK-096,BANK,"SET4-PAY-2026-0820-2","SkyBridge Co",420914.86,INR,2026-09-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Support Fees"
B4-BNK-097,BANK,"SET4-PAY-2026-0820-3","Orbital Ltd",429443.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-098,BANK,"SET4-PAY-2026-0820-4","HorizonNet",430540.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-099,BANK,"SET4-PAY-2026-0820-5","Nexus Corp",435245.50,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-100,BANK,"","Unknown Remitter",439951.00,INR,2026-09-04,"Unidentified incoming wire transfer",CREDIT,"Services"
B4-BNK-101,BANK,"SET4-PAY-2026-0821-2","Vanguard Data",444656.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-102,BANK,"SET4-PAY-2026-0821-3","Summit Edge",449362.00,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-103,BANK,"SET4-PAY-2026-0821-4","Titan Logistics",454067.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-104,BANK,"SET4-PAY-2026-0821-5","Solstice Networks",458773.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-105,BANK,"SET4-PAY-2026-0821-1","CyberCore Security",459870.00,INR,2026-09-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B4-BNK-106,BANK,"SET4-PAY-2026-0822-2","SkyBridge Co",464575.50,INR,2026-09-22,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-107,BANK,"SET4-PAY-2026-0822-3","Orbital Ltd",469281.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-108,BANK,"SET4-PAY-2026-0822-4","HorizonNet",469720.62,INR,2026-09-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Wire Transfer"
B4-BNK-109,BANK,"SET4-PAY-2026-0822-5","Nexus Corp",478692.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-110,BANK,"SET4-PAY-2026-0822-1","Vertex Labs",483397.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-111,BANK,"SET4-PAY-2026-0823-2","Vanguard Data",488103.00,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-112,BANK,"SET4-PAY-2026-0823-3","Summit Edge",489200.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-113,BANK,"SET4-PAY-2026-0823-4","Titan Logistics",493905.50,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-114,BANK,"SET4-PAY-2026-0823-5","Solstice Networks",473680.45,INR,2026-09-19,"Short payment under dispute",CREDIT,"License Revenue"
B4-BNK-115,BANK,"SET4-PAY-2026-0823-1","CyberCore Security",503316.50,INR,2026-09-22,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-116,BANK,"SET4-PAY-2026-0824-2","SkyBridge Co",508022.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-117,BANK,"SET4-PAY-2026-0824-3","Orbital Ltd",512727.50,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-118,BANK,"SET4-PAY-2026-0824-4","HorizonNet",517433.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-119,BANK,"SET4-PAY-2026-0824-5","Nexus Corp",518530.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-120,BANK,"B4-BNK-UNMATCHED-120","Vertex Labs",523235.50,INR,2026-09-10,"Deposit with no ledger reference",CREDIT,"Services"
B4-BNK-121,BANK,"SET4-PAY-2026-0825-2","Vanguard Data",527941.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-122,BANK,"SET4-PAY-2026-0825-3","Summit Edge",532646.50,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-123,BANK,"SET4-PAY-2026-0825-4","Titan Logistics",537352.00,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-124,BANK,"SET4-PAY-2026-0825-5","Solstice Networks",542057.50,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-125,BANK,"","Unknown Remitter",546763.00,INR,2026-09-25,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B4-BNK-126,BANK,"SET4-PAY-2026-0826-2","SkyBridge Co",547860.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - SkyBridge Co",DEBIT,"Support Fees"
B4-BNK-127,BANK,"SET4-PAY-2026-0826-3","Orbital Ltd",552565.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-128,BANK,"SET4-PAY-2026-0826-4","HorizonNet",557271.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-129,BANK,"SET4-PAY-2026-0826-5","Nexus Corp",561976.50,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-130,BANK,"SET4-PAY-2026-0826-1","Vertex Labs",566682.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-131,BANK,"SET4-PAY-2026-0827-2","Vanguard Data",21387.50,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-132,BANK,"SET4-PAY-2026-0827-3","Summit Edge",25858.16,INR,2026-09-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B4-BNK-133,BANK,"SET4-PAY-2026-0827-4","Titan Logistics",25830.50,INR,2026-09-22,"Short payment under dispute",CREDIT,"Consulting"
B4-BNK-134,BANK,"SET4-PAY-2026-0827-5","Solstice Networks",31895.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-135,BANK,"SET4-PAY-2026-0827-1","CyberCore Security",36601.00,INR,2026-09-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B4-BNK-136,BANK,"SET4-PAY-2026-0828-2","SkyBridge Co",41306.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-137,BANK,"SET4-PAY-2026-0828-3","Orbital Ltd",46012.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-138,BANK,"SET4-PAY-2026-0828-4","HorizonNet",50717.50,INR,2026-09-10,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-139,BANK,"SET4-PAY-2026-0828-5","Nexus Corp",55423.00,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
