id,source,referenceId,counterparty,amount,currency,date,description,type,category
B3-LDG-156,LEDGER,"SET3-PAY-2026-0832-2","AeroDynamic Labs",123361.00,INR,2026-08-10,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-157,LEDGER,"SET3-PAY-2026-0832-3","Hyperion Dynamics",128066.50,INR,2026-08-13,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-158,LEDGER,"SET3-PAY-2026-0832-4","PulsePoint Media",132772.00,INR,2026-08-16,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-159,LEDGER,"SET3-PAY-2026-0832-5","NovaBridge",137477.50,INR,2026-08-19,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-160,LEDGER,"SET3-PAY-2026-0832-1","AlphaStream AI",142183.00,INR,2026-08-22,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-161,LEDGER,"SET3-PAY-2026-0833-2","ApexData",143280.00,INR,2026-08-25,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-162,LEDGER,"SET3-PAY-2026-0833-3","StreamLine Global",147985.50,INR,2026-08-01,"SaaS Revenue settlement - StreamLine Global",DEBIT,"SaaS Revenue"
B3-LDG-163,LEDGER,"SET3-PAY-2026-0833-4","PinnacleSoft",152691.00,INR,2026-08-04,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-164,LEDGER,"SET3-PAY-2026-0833-5","CloudVertex",157396.50,INR,2026-08-07,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-165,LEDGER,"SET3-PAY-2026-0833-1","IronGate GmbH",162102.00,INR,2026-08-10,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-166,LEDGER,"SET3-PAY-2026-0834-2","AeroDynamic Labs",166807.50,INR,2026-08-13,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-167,LEDGER,"SET3-PAY-2026-0834-3","Hyperion Dynamics",171513.00,INR,2026-08-16,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-168,LEDGER,"SET3-PAY-2026-0834-4","PulsePoint Media",172610.00,INR,2026-08-19,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-169,LEDGER,"SET3-PAY-2026-0834-5","NovaBridge",177315.50,INR,2026-08-22,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-170,LEDGER,"ORPHAN-REF-999","AlphaStream AI",182021.00,INR,2026-08-25,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-BNK-001,BANK,"SET3-PAY-2026-0801-2","ApexData",23395.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-002,BANK,"SET3-PAY-2026-0801-3","StreamLine Global",28101.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-003,BANK,"SET3-PAY-2026-0801-4","PinnacleSoft",32806.50,INR,2026-08-10,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-004,BANK,"SET3-PAY-2026-0801-5","CloudVertex",37512.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-005,BANK,"SET3-PAY-2026-0801-1","IronGate GmbH",42217.50,INR,2026-08-16,"NEFT/RTGS/UPI deposit - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-BNK-006,BANK,"SET3-PAY-2026-0802-2","AeroDynamic Labs",46923.00,INR,2026-08-19,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-007,BANK,"SET3-PAY-2026-0802-3","Hyperion Dynamics",48020.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-008,BANK,"SET3-PAY-2026-0802-4","PulsePoint Media",52725.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-009,BANK,"SET3-PAY-2026-0802-5","NovaBridge",57431.00,INR,2026-08-01,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-010,BANK,"SET3-PAY-2026-0802-1","AlphaStream AI",62136.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-011,BANK,"SET3-PAY-2026-0803-2","ApexData",66842.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-012,BANK,"SET3-PAY-2026-0803-3","StreamLine Global",70903.57,INR,2026-08-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B3-BNK-013,BANK,"SET3-PAY-2026-0803-4","PinnacleSoft",76253.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-014,BANK,"SET3-PAY-2026-0803-5","CloudVertex",77350.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-015,BANK,"SET3-PAY-2026-0803-1","IronGate GmbH",82055.50,INR,2026-08-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B3-BNK-016,BANK,"SET3-PAY-2026-0804-2","AeroDynamic Labs",86761.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-017,BANK,"SET3-PAY-2026-0804-3","Hyperion Dynamics",91466.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-018,BANK,"SET3-PAY-2026-0804-4","PulsePoint Media",96172.00,INR,2026-08-01,"NEFT/RTGS/UPI deposit - PulsePoint Media",DEBIT,"Wire Transfer"
B3-BNK-019,BANK,"SET3-PAY-2026-0804-5","NovaBridge",95833.63,INR,2026-08-04,"Short payment under dispute",CREDIT,"Vendor Payment"
B3-BNK-020,BANK,"SET3-PAY-2026-0804-1","AlphaStream AI",105583.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-021,BANK,"SET3-PAY-2026-0805-2","ApexData",106680.00,INR,2026-08-10,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-022,BANK,"SET3-PAY-2026-0805-3","StreamLine Global",111385.50,INR,2026-08-13,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-023,BANK,"SET3-PAY-2026-0805-4","PinnacleSoft",116091.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-024,BANK,"SET3-PAY-2026-0805-5","CloudVertex",119709.33,INR,2026-08-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B3-BNK-025,BANK,"","Unknown Remitter",125502.00,INR,2026-08-22,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B3-BNK-026,BANK,"SET3-PAY-2026-0806-2","AeroDynamic Labs",130207.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-027,BANK,"SET3-PAY-2026-0806-3","Hyperion Dynamics",134913.00,INR,2026-08-01,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-028,BANK,"SET3-PAY-2026-0806-4","PulsePoint Media",136010.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-029,BANK,"SET3-PAY-2026-0806-5","NovaBridge",140715.50,INR,2026-08-07,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-030,BANK,"B3-BNK-UNMATCHED-030","AlphaStream AI",145421.00,INR,2026-08-10,"Deposit with no ledger reference",CREDIT,"Services"
B3-BNK-031,BANK,"SET3-PAY-2026-0807-2","ApexData",150126.50,INR,2026-08-13,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-032,BANK,"SET3-PAY-2026-0807-3","StreamLine Global",154832.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-033,BANK,"SET3-PAY-2026-0807-4","PinnacleSoft",159537.50,INR,2026-08-19,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-034,BANK,"SET3-PAY-2026-0807-5","CloudVertex",164243.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-035,BANK,"SET3-PAY-2026-0807-1","IronGate GmbH",165340.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-BNK-036,BANK,"SET3-PAY-2026-0808-2","AeroDynamic Labs",168515.09,INR,2026-08-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Support Fees"
B3-BNK-037,BANK,"SET3-PAY-2026-0808-3","Hyperion Dynamics",174751.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-038,BANK,"SET3-PAY-2026-0808-4","PulsePoint Media",170483.68,INR,2026-08-07,"Short payment under dispute",CREDIT,"Wire Transfer"
B3-BNK-039,BANK,"SET3-PAY-2026-0808-5","NovaBridge",184162.00,INR,2026-08-10,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-040,BANK,"SET3-PAY-2026-0808-1","AlphaStream AI",188867.50,INR,2026-08-13,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-041,BANK,"SET3-PAY-2026-0809-2","ApexData",193573.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-042,BANK,"SET3-PAY-2026-0809-3","StreamLine Global",194670.00,INR,2026-08-19,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-043,BANK,"SET3-PAY-2026-0809-4","PinnacleSoft",199375.50,INR,2026-08-22,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-044,BANK,"SET3-PAY-2026-0809-5","CloudVertex",204081.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-045,BANK,"SET3-PAY-2026-0809-1","IronGate GmbH",208786.50,INR,2026-08-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B3-BNK-046,BANK,"SET3-PAY-2026-0810-2","AeroDynamic Labs",213492.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-047,BANK,"SET3-PAY-2026-0810-3","Hyperion Dynamics",218197.50,INR,2026-08-07,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-048,BANK,"SET3-PAY-2026-0810-4","PulsePoint Media",220896.87,INR,2026-08-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Wire Transfer"
B3-BNK-049,BANK,"SET3-PAY-2026-0810-5","NovaBridge",224000.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-050,BANK,"","Unknown Remitter",228705.50,INR,2026-08-16,"Unidentified incoming wire transfer",CREDIT,"Services"
B3-BNK-051,BANK,"SET3-PAY-2026-0811-2","ApexData",233411.00,INR,2026-08-19,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-052,BANK,"SET3-PAY-2026-0811-3","StreamLine Global",238116.50,INR,2026-08-22,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-053,BANK,"SET3-PAY-2026-0811-4","PinnacleSoft",242822.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-054,BANK,"SET3-PAY-2026-0811-5","CloudVertex",247527.50,INR,2026-08-01,"NEFT/RTGS/UPI deposit - CloudVertex",DEBIT,"License Revenue"
B3-BNK-055,BANK,"SET3-PAY-2026-0811-1","IronGate GmbH",252233.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-BNK-056,BANK,"SET3-PAY-2026-0812-2","AeroDynamic Labs",253330.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-057,BANK,"SET3-PAY-2026-0812-3","Hyperion Dynamics",245133.72,INR,2026-08-10,"Short payment under dispute",CREDIT,"Project Payment"
B3-BNK-058,BANK,"SET3-PAY-2026-0812-4","PulsePoint Media",262741.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-059,BANK,"SET3-PAY-2026-0812-5","NovaBridge",267446.50,INR,2026-08-16,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-060,BANK,"B3-BNK-UNMATCHED-060","AlphaStream AI",272152.00,INR,2026-08-19,"Deposit with no ledger reference",CREDIT,"Services"
B3-BNK-061,BANK,"SET3-PAY-2026-0813-2","ApexData",276857.50,INR,2026-08-22,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-062,BANK,"SET3-PAY-2026-0813-3","StreamLine Global",281563.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-063,BANK,"SET3-PAY-2026-0813-4","PinnacleSoft",282660.00,INR,2026-08-01,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-064,BANK,"SET3-PAY-2026-0813-5","CloudVertex",287365.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-065,BANK,"SET3-PAY-2026-0813-1","IronGate GmbH",292071.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-BNK-066,BANK,"SET3-PAY-2026-0814-2","AeroDynamic Labs",296776.50,INR,2026-08-10,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-067,BANK,"SET3-PAY-2026-0814-3","Hyperion Dynamics",301482.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-068,BANK,"SET3-PAY-2026-0814-4","PulsePoint Media",306187.50,INR,2026-08-16,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-069,BANK,"SET3-PAY-2026-0814-5","NovaBridge",310893.00,INR,2026-08-19,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-070,BANK,"SET3-PAY-2026-0814-1","AlphaStream AI",311990.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-071,BANK,"SET3-PAY-2026-0815-2","ApexData",316695.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-072,BANK,"SET3-PAY-2026-0815-3","StreamLine Global",318508.39,INR,2026-08-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"SaaS Revenue"
B3-BNK-073,BANK,"SET3-PAY-2026-0815-4","PinnacleSoft",326106.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-074,BANK,"SET3-PAY-2026-0815-5","CloudVertex",330812.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-075,BANK,"","Unknown Remitter",335517.50,INR,2026-08-10,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B3-BNK-076,BANK,"SET3-PAY-2026-0816-2","AeroDynamic Labs",323211.85,INR,2026-08-13,"Short payment under dispute",CREDIT,"Support Fees"
B3-BNK-077,BANK,"SET3-PAY-2026-0816-3","Hyperion Dynamics",341320.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-078,BANK,"SET3-PAY-2026-0816-4","PulsePoint Media",346025.50,INR,2026-08-19,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-079,BANK,"SET3-PAY-2026-0816-5","NovaBridge",350731.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-080,BANK,"SET3-PAY-2026-0816-1","AlphaStream AI",355436.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-081,BANK,"SET3-PAY-2026-0817-2","ApexData",360142.00,INR,2026-08-01,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-082,BANK,"SET3-PAY-2026-0817-3","StreamLine Global",364847.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-083,BANK,"SET3-PAY-2026-0817-4","PinnacleSoft",369553.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-084,BANK,"SET3-PAY-2026-0817-5","CloudVertex",367314.15,INR,2026-08-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B3-BNK-085,BANK,"SET3-PAY-2026-0817-1","IronGate GmbH",375355.50,INR,2026-08-13,"NEFT/RTGS/UPI deposit - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-BNK-086,BANK,"SET3-PAY-2026-0818-2","AeroDynamic Labs",380061.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-087,BANK,"SET3-PAY-2026-0818-3","Hyperion Dynamics",384766.50,INR,2026-08-19,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-088,BANK,"SET3-PAY-2026-0818-4","PulsePoint Media",389472.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-089,BANK,"SET3-PAY-2026-0818-5","NovaBridge",394177.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-090,BANK,"B3-BNK-UNMATCHED-090","AlphaStream AI",398883.00,INR,2026-08-01,"Deposit with no ledger reference",DEBIT,"Services"
B3-BNK-091,BANK,"SET3-PAY-2026-0819-2","ApexData",399980.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-092,BANK,"SET3-PAY-2026-0819-3","StreamLine Global",404685.50,INR,2026-08-07,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-093,BANK,"SET3-PAY-2026-0819-4","PinnacleSoft",409391.00,INR,2026-08-10,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-094,BANK,"SET3-PAY-2026-0819-5","CloudVertex",414096.50,INR,2026-08-13,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-095,BANK,"SET3-PAY-2026-0819-1","IronGate GmbH",397861.90,INR,2026-08-16,"Short payment under dispute",CREDIT,"Enterprise Contract"
B3-BNK-096,BANK,"SET3-PAY-2026-0820-2","AeroDynamic Labs",419695.93,INR,2026-08-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Support Fees"
B3-BNK-097,BANK,"SET3-PAY-2026-0820-3","Hyperion Dynamics",428213.00,INR,2026-08-22,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-098,BANK,"SET3-PAY-2026-0820-4","PulsePoint Media",429310.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-099,BANK,"SET3-PAY-2026-0820-5","NovaBridge",434015.50,INR,2026-08-01,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-100,BANK,"","Unknown Remitter",438721.00,INR,2026-08-04,"Unidentified incoming wire transfer",CREDIT,"Services"
B3-BNK-101,BANK,"SET3-PAY-2026-0821-2","ApexData",443426.50,INR,2026-08-07,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-102,BANK,"SET3-PAY-2026-0821-3","StreamLine Global",448132.00,INR,2026-08-10,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-103,BANK,"SET3-PAY-2026-0821-4","PinnacleSoft",452837.50,INR,2026-08-13,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-104,BANK,"SET3-PAY-2026-0821-5","CloudVertex",457543.00,INR,2026-08-16,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-105,BANK,"SET3-PAY-2026-0821-1","IronGate GmbH",458640.00,INR,2026-08-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B3-BNK-106,BANK,"SET3-PAY-2026-0822-2","AeroDynamic Labs",463345.50,INR,2026-08-22,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-107,BANK,"SET3-PAY-2026-0822-3","Hyperion Dynamics",468051.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-108,BANK,"SET3-PAY-2026-0822-4","PulsePoint Media",468501.69,INR,2026-08-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Wire Transfer"
B3-BNK-109,BANK,"SET3-PAY-2026-0822-5","NovaBridge",477462.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-110,BANK,"SET3-PAY-2026-0822-1","AlphaStream AI",482167.50,INR,2026-08-07,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-111,BANK,"SET3-PAY-2026-0823-2","ApexData",486873.00,INR,2026-08-10,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-112,BANK,"SET3-PAY-2026-0823-3","StreamLine Global",487970.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-113,BANK,"SET3-PAY-2026-0823-4","PinnacleSoft",492675.50,INR,2026-08-16,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-114,BANK,"SET3-PAY-2026-0823-5","CloudVertex",472511.95,INR,2026-08-19,"Short payment under dispute",CREDIT,"License Revenue"
B3-BNK-115,BANK,"SET3-PAY-2026-0823-1","IronGate GmbH",502086.50,INR,2026-08-22,"NEFT/RTGS/UPI deposit - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-BNK-116,BANK,"SET3-PAY-2026-0824-2","AeroDynamic Labs",506792.00,INR,2026-08-25,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-117,BANK,"SET3-PAY-2026-0824-3","Hyperion Dynamics",511497.50,INR,2026-08-01,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-118,BANK,"SET3-PAY-2026-0824-4","PulsePoint Media",516203.00,INR,2026-08-04,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-119,BANK,"SET3-PAY-2026-0824-5","NovaBridge",517300.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-120,BANK,"B3-BNK-UNMATCHED-120","AlphaStream AI",522005.50,INR,2026-08-10,"Deposit with no ledger reference",CREDIT,"Services"
B3-BNK-121,BANK,"SET3-PAY-2026-0825-2","ApexData",526711.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-122,BANK,"SET3-PAY-2026-0825-3","StreamLine Global",531416.50,INR,2026-08-16,"NEFT/RTGS/UPI deposit - StreamLine Global",CREDIT,"SaaS Revenue"
B3-BNK-123,BANK,"SET3-PAY-2026-0825-4","PinnacleSoft",536122.00,INR,2026-08-19,"NEFT/RTGS/UPI deposit - PinnacleSoft",CREDIT,"Consulting"
B3-BNK-124,BANK,"SET3-PAY-2026-0825-5","CloudVertex",540827.50,INR,2026-08-22,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-125,BANK,"","Unknown Remitter",545533.00,INR,2026-08-25,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B3-BNK-126,BANK,"SET3-PAY-2026-0826-2","AeroDynamic Labs",546630.00,INR,2026-08-01,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",DEBIT,"Support Fees"
B3-BNK-127,BANK,"SET3-PAY-2026-0826-3","Hyperion Dynamics",551335.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
B3-BNK-128,BANK,"SET3-PAY-2026-0826-4","PulsePoint Media",556041.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - PulsePoint Media",CREDIT,"Wire Transfer"
B3-BNK-129,BANK,"SET3-PAY-2026-0826-5","NovaBridge",560746.50,INR,2026-08-10,"NEFT/RTGS/UPI deposit - NovaBridge",CREDIT,"Vendor Payment"
B3-BNK-130,BANK,"SET3-PAY-2026-0826-1","AlphaStream AI",565452.00,INR,2026-08-13,"NEFT/RTGS/UPI deposit - AlphaStream AI",CREDIT,"Services"
B3-BNK-131,BANK,"SET3-PAY-2026-0827-2","ApexData",20157.50,INR,2026-08-16,"NEFT/RTGS/UPI deposit - ApexData",CREDIT,"Accounts Receivable"
B3-BNK-132,BANK,"SET3-PAY-2026-0827-3","StreamLine Global",24639.23,INR,2026-08-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B3-BNK-133,BANK,"SET3-PAY-2026-0827-4","PinnacleSoft",24662.00,INR,2026-08-22,"Short payment under dispute",CREDIT,"Consulting"
B3-BNK-134,BANK,"SET3-PAY-2026-0827-5","CloudVertex",30665.50,INR,2026-08-25,"NEFT/RTGS/UPI deposit - CloudVertex",CREDIT,"License Revenue"
B3-BNK-135,BANK,"SET3-PAY-2026-0827-1","IronGate GmbH",35371.00,INR,2026-08-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B3-BNK-136,BANK,"SET3-PAY-2026-0828-2","AeroDynamic Labs",40076.50,INR,2026-08-04,"NEFT/RTGS/UPI deposit - AeroDynamic Labs",CREDIT,"Support Fees"
B3-BNK-137,BANK,"SET3-PAY-2026-0828-3","Hyperion Dynamics",44782.00,INR,2026-08-07,"NEFT/RTGS/UPI deposit - Hyperion Dynamics",CREDIT,"Project Payment"
